count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Straw_kgha,Export_straw_percent,Irrig_m3,Water_source,Irrig_equipment,Packaging_type1,Packaging_type1_kgha,Packaging_type2,Packaging_type2_kgha,Fuel_type,Fuel_unit,Fuel_ha,Urea_kgha,NPK_kgha,NPK_N_percent,NPK_P_percent,NPK_K_percent,MAP_kgha,UAN_kgha,AN_kgha,AP_kgha,AS_kgha,CAN_kgha,Total_fert_min_kgha,Manure_kgha,Manure_type,Compost_kg_ha,Digestate_kg_ha,Total_fert_org_kgha,N_tot,N_min,N_orga,P_tot,P_min,P_orga,K_tot,K_min,K_orga,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Acaricide_kgha,Biocide_NE_kgha,Total_pesticides_kgha,Seed_kgha,Equipement_phyto,Molecule_name_1,Dose_kgha_1,Phase_application_1,Molecule_name_2,Dose_kgha_2,Phase_application_2,Molecule_name_3,Dose_kgha_3,Phase_application_3,Molecule_name_4,Dose_kgha_4,Phase_application_4,Molecule_name_5,Dose_kgha_5,Phase_application_5,Molecule_name_6,Dose_kgha_6,Phase_application_6,Molecule_name_7,Dose_kgha_7,Phase_application_7,Molecule_name_8,Dose_kgha_8,Phase_application_8,Molecule_name_9,Dose_kgha_9,Phase_application_9,Transport_1,Transport_type_1,Transport_tkm_1,Transport_2,Transport_type_2,Transport_tkm_2,Transport_3,Transport_type_3,Transport_tkm_3,Transport_4,Transport_type_4,Transport_tkm_4,Transport_tkm,Transport_type,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,Irrig_lake_m3,Irrig_river_m3,Irrig_well_m3,Irrigation_source,Source_module,Output_basis,Yield_data_status,Yield_basis_note
2,sierra,AZUAY,MANGO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.25,2181.818181818184,,,13451.08695652174,,goteo,CAJA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,,,,,,,0.0,36.2873896,,,,36.2873896,,,,,,,,,,0.19999999999999998,,,0.0,0.0,0.09999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2873896,0.0,0.0,0.0,13451.08695652174,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
1,sierra,AZUAY,NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.1,4545.45454545455,,,13125.0,,goteo,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,,,,,,,,,,,,0.0,72.5747792,,,,72.5747792,,,,,,,,,,0.19999999999999998,,,0.0,0.0,0.19999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5747792,0.0,0.0,0.0,13125.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
2,sierra,AZUAY,ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,1.065,9939.792827493346,,,,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
656,sierra,AZUAY,OTROS PASTOS CULTIVADOS,cultivated_pasture,2024-01-01,2024-12-01,11,0.655,15000.0,,,10434.782608695654,,sin riego,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,,86.87131573187415,,,,,,136.07771100000002,82.47134,302.39491333333336,,0.0,0.0,,,,0.0,,,,,,,,,,12.179487179487179,3.541666666666667,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,regional_proxy_dm_yield,"Fallback cultivated-pasture dry-matter yield proxy for uncategorized tropical improved pasture, retained as a conservative 10-20 t DM/ha/year range."
86,sierra,AZUAY,OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11,0.1,3522.7272727272702,,,0.0,,sin riego,CARGA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,181.436948,,,,,,453.59237,,90.718474,,0.0,0.0,,,,0.0,,,,,,,,,,0.625,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
130,sierra,AZUAY,OTROS TRANSITORIOS,transitory,2024-01-01,2024-08-01,7,0.09,10101.010101010099,,,7500.0,,sin riego,QUINTAL,,TUBERCULO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,,238.3980925,,,,,,18.143694800000002,120.0,45.359237,,51.839127999999995,0.0,,,,0.0,,,,,,,,,,3.2,50.39915222222222,23.339809250000002,0.0,0.0,0.0,31.313131313131336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
80,sierra,AZUAY,PAPA,transitory,2024-01-01,2024-06-01,5,0.155,3533.966033966036,,,10434.782608695654,,sin riego,QUINTAL,,TUBERCULO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5272.5,,417.59297555555554,,,,,,118.47930192307692,,281.25,,209.55193865384615,377.9936416666667,,,,317.8641233333334,,,,,,,,,,1.6666666666666667,18.03100104347826,3.3221973048571427,0.0,0.0,0.6199474566666667,36.363636363636246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.8641233333334,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
12,sierra,AZUAY,PASTO MIEL (CHILENA),cultivated_pasture,2024-01-01,2024-12-01,11,0.48,10000.0,,,10434.782608695654,,aspersi?n,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,,,,,,,,,,,,0.0,148.68401679032257,,,,148.68401679032257,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.68401679032257,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,ecuador_proxy_dm_yield,Cultivated-pasture dry-matter yield proxy for pasto miel or Setaria-type pasture; Ecuador evidence and FAO tropical benchmarks support a working range near 9-14 t DM/ha/year.
798,sierra,AZUAY,PASTO MIXTO,cultivated_pasture,2024-01-01,2024-12-01,11,1.45,17000.0,,,10434.782608695654,,aspersi?n,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,,135.12389526869157,,,,,,91.51308315384615,90.718474,42.99453744075829,,0.0,0.0,,,,0.0,,,,,,,,,,0.5,0.7121432134089094,15.384615384615383,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,regional_proxy_dm_yield,"Cultivated-pasture dry-matter yield proxy for mixed pasture, set as an inferred midpoint spanning the Ecuador-supported tropical grass proxies used in this project."
3,sierra,AZUAY,SABOYA,cultivated_pasture,2024-01-01,2024-12-01,11,0.5,25000.0,,,,,sin riego,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,ecuador_proxy_dm_yield,Cultivated-pasture dry-matter yield proxy for Saboya or Panicum maximum; Ecuador cut-based evidence is combined with tropical FAO benchmarks to retain an annualized working range of 18-33 t DM/ha/year.
12,sierra,AZUAY,TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.1,10858.585858585855,,,10434.782608695654,,aspersi?n,CAJA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,550.0,,,,,,,,2061.7835,,0.0,0.0,,,,0.0,,,,,,,,,,0.8333333333333334,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
14,sierra,AZUAY,TOMATE RIÑON,transitory,2024-01-01,2024-12-01,11,0.08,82954.54545454544,,,7500.0,,goteo,GAVETA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5856.4935000000005,,1550.0,,,,,,11.339809250000002,83.33333333333334,140.11974566666666,,245.29885390277775,4535.9237,,,,4535.9237,,,,,,,,,,6.25,25.0,25.0,0.0,0.0,13.155555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535.9237,0.0,0.0,0.0,7500.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
7,sierra,AZUAY,TRIGO,transitory,2024-02-01,2024-07-01,5,0.26,909.0909090909099,,,,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1447.4865,,90.718474,,,,,,22.6796185,1172.093023255814,68.0388555,,0.0,0.0,,,,0.0,,,,,,,,,,1.2,,,0.0,0.0,0.0,13.986013986013997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
3,sierra,AZUAY,YUCA,transitory,2023-11-01,2023-12-01,1,0.06,1500.0,,,,,sin riego,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
1,sierra,BOLÍVAR,AGUACATE (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.4234,2147.120711126379,,,15652.17391304348,,surcos,QUINTAL,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,590.4581955597544,,,,,,,,,,590.4581955597544,5356.546646197449,,,,5356.546646197449,,,,,,,,,,,,23.618327822390174,0.0,0.0,23.618327822390174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.546646197449,0.0,0.0,0.0,15652.17391304348,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
1,sierra,BOLÍVAR,ARROZ (EN CÁSCARA),transitory,2023-12-01,2024-04-01,4,1.4112,7730.364873222009,,,,,sin riego,SACA,,EN CASCARA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4514.9985,,283.4467120181406,,,,,,,,,,283.4467120181406,0.0,,,,0.0,,,,,,,,,,,1.417233560090703,1.417233560090703,0.0,0.0,2.834467120181406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
15,sierra,BOLÍVAR,ARVEJA SECA (GRANO SECO),transitory,2024-04-01,2024-09-01,5,0.275,1370.523415977962,,,,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,96.42857142857143,,,,,,45.359237,,,,0.0,0.0,,,,0.0,,,,,,,,,,1.0,2.0,1.4285714285714286,0.0,0.0,0.4,16.873278236914608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
15,sierra,BOLÍVAR,ARVEJA TIERNA (VAINA),transitory,2024-02-01,2024-08-01,6,0.19,1515.1515151515111,,,,,sin riego,QUINTAL,,VAINA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,240.1307258384021,,,,,,,131.20982643910907,,,0.0,0.0,,,,0.0,,,,,,,,,,2.509265927950584,2.0,5.401947443715699,0.0,0.0,0.0,42.61363636363637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
76,sierra,BOLÍVAR,BANANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,1.5,7277.365491651194,,,,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,204.08163265306123,,,,,,118.82352941176471,,,,0.0,0.0,,,,0.0,,,,,,,,,,1.0,1.002004008016032,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
34,sierra,BOLÍVAR,BRACHIARIA,cultivated_pasture,2024-01-01,2024-12-01,11,7.87,25000.0,,,,,sin riego,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,1.1,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,ecuador_proxy_dm_yield,Cultivated-pasture dry-matter yield proxy for Brachiaria based on Ecuador evidence from humid-tropics cultivar studies and Guayas field-response studies; working range retained at 20-30 t DM/ha/year.
302,sierra,BOLÍVAR,CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11,2.1168,657.9320600729502,,,15652.17391304348,,sin riego,QUINTAL,,ALMENDRA SECA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,153.53363567649282,,,,,,100.0,17.029478458049887,70.86167800453515,,117.87492774887733,0.0,,,,0.0,,,,,,,,,,1.0,1.417233560090703,0.9679937548790007,0.0,0.0,0.7086167800453514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
10,sierra,BOLÍVAR,CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11,2.4696,193.25912183055033,,,,,sin riego,QUINTAL,,GRANO ORO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,139.24319727891157,,,,,,,,,,94.48223733938019,0.0,,,,0.0,,,,,,,,,,0.4460506424792139,1.417233560090703,,0.0,0.0,1.3770786092214662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
56,sierra,BOLÍVAR,CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11,1.4112,15909.090909090899,,,,,sin riego,QUINTAL,,TALLO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,,33.333333333333336,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,2.0135135135135136,2.0833333333333335,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
24,sierra,BOLÍVAR,CEBADA,transitory,2023-12-01,2024-08-01,8,0.33,1818.181818181818,,,,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1447.4865,,189.0359168241966,,,,,,145.86167800453515,,,,0.0,0.0,,,,0.0,,,,,,,,,,2.3733938019652303,2.428571428571429,1.771793054571226,0.0,0.0,0.0,32.20985363842506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
106,sierra,BOLÍVAR,FREJOL SECO (GRANO SECO),transitory,2024-03-01,2024-10-01,7,0.7056,773.6812102328057,,,,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,106.68934240362812,,,,,,70.86167800453515,,33.333333333333336,,113.91394898445787,0.0,,,,0.0,,,,,,,,,,1.417233560090703,2.0,1.010204081632653,0.0,0.0,2.0750709190558814,10.307153164296016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
1,sierra,BOLÍVAR,FREJOL TIERNO (VAINA),transitory,2024-06-01,2024-11-01,5,2.0,1477.272727272725,,,,,sin riego,SACO,,VAINA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,200.0,,,,,,,,,,200.0,0.0,,,,0.0,,,,,,,,,,,2.0,,0.0,0.0,2.0,14.77272727272725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
5,sierra,BOLÍVAR,GRAMALOTE,cultivated_pasture,2024-01-01,2024-12-01,11,14.99,15000.0,,,,,sin riego,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,0.6451612903225806,,0.0,0.0,0.500166722240747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,ecuador_proxy_dm_yield,"Cultivated-pasture dry-matter yield proxy for gramalote or Axonopus-type pasture; Ecuador references support a working range near 10-20 t DM/ha/year, with the midpoint retained as proxy."
21,sierra,BOLÍVAR,HABA SECA (GRANO SECO),transitory,2023-12-01,2024-08-01,8,0.23,1272.727272727272,,,,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,141.7233560090703,,,,,,200.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,2.5,1.5625,2.328107356302845,0.0,0.0,1.5625,30.303030303030297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
9,sierra,BOLÍVAR,HABA TIERNA (VAINA),transitory,2024-02-01,2024-08-01,6,0.15,1363.6363636363599,,,,,sin riego,QUINTAL,,VAINA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
1,sierra,BOLÍVAR,MAIZ DURO CHOCLO (CHOCLO),transitory,2023-12-01,2024-04-01,4,4.0,9090.909090909101,,,,,sin riego,SACO,,CHOCLO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,312.5,,,,,,,,,,312.5,0.0,,,,0.0,,,,,,,,,,3.0,1.3607771100000001,0.75,0.0,0.0,5.11077711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
5,sierra,BOLÍVAR,MAIZ DURO SECO (GRANO SECO),transitory,2024-05-01,2024-08-01,3,0.85,1272.727272727272,,,,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,177.1541950113379,,,,,,159.4387755102041,141.7233560090703,,,0.0,0.0,,,,0.0,,,,,,,,,,0.7086167800453514,1.417434443656981,1.0629251700680271,0.0,0.0,1.417434443656981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
79,sierra,BOLÍVAR,MAIZ SUAVE CHOCLO (CHOCLO),transitory,2024-01-01,2024-08-01,7,0.891,2924.626274393695,,,8125.0,,sin riego,SACO,,CHOCLO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,196.2112624373313,,,,,,141.7233560090703,41.96573506034737,38.69828703130747,,283.4467120181406,0.0,,,,0.0,,,,,,,,,,1.5949277184620505,2.863073509412354,1.5,0.0,0.0,5.3146258503401365,69.42148760330574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
458,sierra,BOLÍVAR,MAIZ SUAVE SECO (GRANO SECO),transitory,2024-01-01,2024-08-01,7,0.7,1363.636363636364,,,8125.0,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,150.0,,,,,,101.35135135135135,67.02214677964524,50.0,,127.77249859154931,0.0,,,,0.0,,,,,,,,,,1.609847748623259,2.0833333333333335,1.417233560090703,0.0,0.0,2.6317920651970064,12.691970727685012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
80,sierra,BOLÍVAR,NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,3.8808,13804.222987896463,,,18260.869565217392,,sin riego,LIBRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,,151.84645286686106,,,,,,106.29251700680273,,70.86167800453515,,142.29204018327215,0.0,,,,0.0,,,,,,,,,,0.713717653296356,1.0841303444076573,0.7121776683872879,0.0,0.0,0.7086167800453514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
17,sierra,BOLÍVAR,ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,1.4112,4075.235109717862,,,,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,12.244897959183673,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
294,sierra,BOLÍVAR,OTROS PASTOS CULTIVADOS,cultivated_pasture,2024-01-01,2024-12-01,11,1.52615,15000.0,,,10434.782608695654,,sin riego,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,,71.94616977225672,,,,,,93.57333288996972,,,,0.0,0.0,,,,0.0,,,,,,,,,,1.0016722408026757,1.4477034801471282,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,regional_proxy_dm_yield,"Fallback cultivated-pasture dry-matter yield proxy for uncategorized tropical improved pasture, retained as a conservative 10-20 t DM/ha/year range."
67,sierra,BOLÍVAR,OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11,0.7056,4820.94261486886,,,15652.17391304348,,sin riego,CAJA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,181.436948,,,,,,87.5,,100.0,,150.0,0.0,,,,0.0,,,,,,,,,,2.0,1.437351513273422,2.0,0.0,0.0,1.0416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
8,sierra,BOLÍVAR,OTROS TRANSITORIOS,transitory,2023-05-01,2024-02-01,9,0.1,1288.4753042233353,,,,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,,393.7007874015748,,,,,,36.2873896,,,,0.0,0.0,,,,0.0,,,,,,,,,,5.0,4.074803149606299,,0.0,0.0,0.0,28.239022881879986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
3,sierra,BOLÍVAR,PALMA AFRICANA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,4.7627999999999995,24092.970521541953,,,,,sin riego,TONELADA METR.,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,567.9936,,227.401566687281,,,,,,,,,,227.401566687281,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
