Region,Product,System,count,Area_ha,Animals_total_head,Producing_animals_head,Animals_sold_head,Pasture_share_pct,Supplement_share_pct,Common_feed_share_pct,Waste_feed_share_pct,Intake_assumption_kg_head_day,Pasture_feed_kg_head_day,Supplement_feed_kg_head_day,Common_feed_kg_head_day,Waste_feed_kg_head_day,Unallocated_feed_share_pct,Unallocated_feed_kg_head_day,Total_feed_kg_head_day,Vaccinated_head,Vaccination_share_pct,Milk_output_l_day,Milk_sales_l_7d,Milk_yield_l_head_day,Proxy_total_feed_kg_head_day,Proxy_body_weight_kg,Proxy_forage_share_pct,Proxy_tree_forage_share_pct,Proxy_compound_feed_share_pct,Proxy_mineral_share_pct,Proxy_forage_kg_head_day,Proxy_tree_forage_kg_head_day,Proxy_compound_feed_kg_head_day,Proxy_mineral_kg_head_day,Egg_output_reported,Egg_sales_reported,Eggs_per_head_reported,Birds_sold_head,Birds_consumed_head,Species,Output_unit,Sales_unit,Diet_basis,Proxy_diet_basis,Diet_data_status,Ration_composition_note,Diet_proxy_source_key,Diet_proxy_quality,Diet_proxy_note,Diet_proxy_citations,Livestock_profile_key,Livestock_climate_zone,Emission_head_basis,Animals_emission_basis_head,Headcount_emissions_basis_head,kgCH4_enteric_yr,kgCH4_manure_mgmt_yr,kgCH4_livestock_total_yr,kgNH3_manure_mgmt_total_yr,kgNH3_manure_housing_storage_yard_yr,kgNH3_manure_application_yr,kgNH3_grazing_yr,kgNOx_manure_mgmt_as_NO2_yr,kgNexcretion_manure_yr,kgVS_manure_yr,FracGasMS_weighted,FracLeachMS_weighted,EF3_manure_direct_weighted,kgN2ON_manure_mgmt_direct_yr,kgN2ON_manure_mgmt_indirect_yr,kgN2ON_manure_mgmt_total_yr,kgN2O_manure_mgmt_direct_yr,kgN2O_manure_mgmt_indirect_yr,kgN2O_manure_mgmt_total_yr,kgN2_manure_mgmt_yr,kgN_manure_after_management_yr,DFE_livestock_status,Representative_live_weight_kg,Animals_total_live_weight_kg,Producing_animals_live_weight_kg,Animals_sold_live_weight_kg,Headcount_emissions_basis_per_1kg_product,kgCH4_enteric_per_1kg_product,kgCH4_manure_mgmt_per_1kg_product,kgCH4_livestock_total_per_1kg_product,kgNH3_manure_mgmt_total_per_1kg_product,kgNH3_manure_housing_storage_yard_per_1kg_product,kgNH3_manure_application_per_1kg_product,kgNH3_grazing_per_1kg_product,kgNOx_manure_mgmt_as_NO2_per_1kg_product,kgNexcretion_manure_per_1kg_product,kgVS_manure_per_1kg_product,kgN2ON_manure_mgmt_direct_per_1kg_product,kgN2ON_manure_mgmt_indirect_per_1kg_product,kgN2ON_manure_mgmt_total_per_1kg_product,kgN2O_manure_mgmt_direct_per_1kg_product,kgN2O_manure_mgmt_indirect_per_1kg_product,kgN2O_manure_mgmt_total_per_1kg_product,kgN2_manure_mgmt_per_1kg_product,kgN_manure_after_management_per_1kg_product,Animal_weight_normalization_note,Live_weight_equivalent_kg,Meat_yield_fraction,Estimated_meat_output_kg,Milk_output_kg_fpcm_day,Milk_sales_kg_fpcm_7d,Egg_output_kg,Egg_sales_kg,Reference_output_kg,Normalization_factor_to_1kg,Normalized_product_output_kg,Area_ha_per_1kg_product,Animals_total_live_weight_kg_per_1kg_product,Producing_animals_live_weight_kg_per_1kg_product,Animals_sold_live_weight_kg_per_1kg_product,Live_weight_equivalent_kg_per_1kg_product,Milk_output_l_per_1kg_product,Milk_output_kg_fpcm_per_1kg_product,Milk_sales_l_per_1kg_product,Milk_sales_kg_fpcm_per_1kg_product,Egg_output_reported_per_1kg_product,Egg_output_kg_per_1kg_product,Egg_sales_reported_per_1kg_product,Egg_sales_kg_per_1kg_product,Birds_sold_head_per_1kg_product,Birds_consumed_head_per_1kg_product,Intake_assumption_kg_per_1kg_product,Pasture_feed_kg_per_1kg_product,Supplement_feed_kg_per_1kg_product,Common_feed_kg_per_1kg_product,Waste_feed_kg_per_1kg_product,Unallocated_feed_kg_per_1kg_product,Total_feed_kg_per_1kg_product,Feed_mass_balance_note,Proxy_total_feed_kg_per_1kg_product,Proxy_forage_kg_per_1kg_product,Proxy_tree_forage_kg_per_1kg_product,Proxy_compound_feed_kg_per_1kg_product,Proxy_mineral_kg_per_1kg_product,Vaccinated_head_per_1kg_product,Functional_unit,Reference_output_basis_note
Oriente,milk,beef,262,18.91,15.0,5.0,,95.0,10.0,,,8.0,7.6,0.8,0.0,0.0,0.0,0.0,8.4,16.0,100.0,11.0,105.0,3.875,,,,,,,,,,,,,,,,cattle,kg FPCM/day,L/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,15.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,6000.0,2000.0,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg FPCM, calculated as total animal live weight divided by total milk output for the row, i.e. based on total head count rather than producing-head count.",6000.0,,,10.81011162,103.1874291,,,10.81011162,0.0925059828383159,1.0,1.7492881354725551,555.0358970298959,185.011965676632,,555.0358970298959,1.0175658112214756,1.0,9.713128198023178,9.545454545454549,,,,,,,0.7400478627065272,0.7030454695712008,0.07400478627065273,0.0,0.0,0.0,0.7770502558418536,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,1.4800957254130556,1 kg FPCM,Milk liters/day converted to kg FPCM; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.
Oriente,milk,dairy,116,14.9,14.0,4.0,,90.0,10.0,,,12.0,10.8,1.2,0.0,0.0,0.0,0.0,12.0,15.5,100.0,22.0,245.0,5.0,,,,,,,,,,,,,,,,cattle,kg FPCM/day,L/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_dairy,tropical_moist,Animals_total_head,14.0,,,,,,,,,,,,0.121,0.0133,0.0081,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,450.0,6300.0,1800.0,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg FPCM, calculated as total animal live weight divided by total milk output for the row, i.e. based on total head count rather than producing-head count.",6300.0,,,21.62022324,240.7706679,,,21.62022324,0.0462529914191579,1.0,0.689169572145454,291.3938459406953,83.25538455448438,,291.3938459406953,1.0175658112214756,1.0,11.331982897693706,11.136363636363637,,,,,,,0.5550358970298949,0.4995323073269054,0.055503589702989485,0.0,0.0,0.0,0.5550358970298949,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.7169213669969488,1 kg FPCM,Milk liters/day converted to kg FPCM; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.
Oriente,milk,dual-purpose,287,20.1,20.0,4.0,,95.0,10.0,,,10.0,9.5,1.0,0.0,0.0,0.0,0.0,10.5,19.0,100.0,17.0,140.0,4.0,,,,,,,,,,,,,,,,cattle,kg FPCM/day,L/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,20.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,8000.0,1600.0,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg FPCM, calculated as total animal live weight divided by total milk output for the row, i.e. based on total head count rather than producing-head count.",8000.0,,,16.70653614,137.5832388,,,16.70653614,0.0598568124247926,1.0,1.203121929738333,478.85449939834143,95.77089987966828,,478.85449939834143,1.0175658112214756,1.0,8.379953739470976,8.23529411764706,,,,,,,0.5985681242479259,0.5686397180355297,0.0598568124247926,0.0,0.0,0.0,0.6284965304603223,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,1.137279436071061,1 kg FPCM,Milk liters/day converted to kg FPCM; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.
Oriente,mule_live,(all holdings),68,43.565,1.0,,,,,,,,,,,,,,,,,,,,7.0,350.0,100.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,,,mule,kg live weight equivalent,,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,mule_live,Non-Ecuador fallback inference,"Derived as 2.0% of body weight in dry matter, using the midpoint of the 1.75% to 2.25% maintenance guideline for a representative 350 kg mule.",Management recommendations for donkeys and mules - Ontario guidance gives 1.75% to 2.25% of body weight dry matter intake for maintenance in donkeys and mules; proxy uses the midpoint and a representative 350 kg body weight. (https://www.ontario.ca/page/management-recommendations-donkeys-and-mules),mule_ass_low,tropical_moist,Animals_total_head,1.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,350.0,350.0,,,,,,,,,,,,,,,,,,,,,,"For live-animal products without a meat-output proxy, animal-live-weight-kg-per-kg-product columns are left blank. Use Representative_live_weight_kg as the animal weight reference.",350.0,,,,,,,350.0,0.0028571428571428,1.0,0.1244714285714285,,,,1.0,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.02,0.02,0.0,0.0,0.0,,1 kg live weight equivalent,Animals_total_head multiplied by representative live weight to express kg live weight equivalent.
Oriente,ovine_live,(all ovine),21,27.08,6.0,,2.0,,,,,,,,,,,,,,,,,,1.272,60.44,78.1,21.5,0.0,0.4,0.994,0.273,0.0,0.005,,,,,,ovine,kg meat (carcass-weight proxy),head,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in ovine module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,ovine_live,Ecuador composite,Composite Ecuador proxy. Total intake is based on an ovine feeding trial; tree-forage share comes from Acacia mearnsii voluntary intake; mineral intake comes from a Blackbelly sheep grazing study in the Ecuadorian Amazon.,UTA thesis by Erika Esthefanía Lluay Guilcapi (bitstream 32507) - Reports voluntary dry matter intake of 1268.85 g/day in weaned sheep in Ecuador. (https://repositorio.uta.edu.ec/bitstream/123456789/32507/1/Tesis%20182%20Medicina%20Veterinaria%20y%20Zootecnia%20-Lluay%20Guilcapi%20Erika%20Esthefan%C3%ADa.pdf) | Evaluación de la preferencia de consumo de leguminosas arbóreas con potencial forrajero en rumiantes menores - Reports ovine Acacia mearnssi voluntary intake of 272.50 g/kg MS and 12.60 g/kg PV^0.75 at 60.44 kg live weight. (https://repositorio.uta.edu.ec/items/770d67bf-97e2-485a-8227-d941b7f4e1b2) | Effect of Mineral Supplementation on the Macromineral Concentration in Blood in Pre- and Postpartum Blackbelly Sheep - Reports 0.005 kg per animal per day mineral supplementation under free-grazing conditions in the Ecuadorian Amazon. (https://pmc.ncbi.nlm.nih.gov/articles/PMC7401505/),ovine_low,tropical_moist,Animals_total_head,6.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,60.44,362.64,,120.88,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",362.64,0.46,166.8144,,,,,166.8144,0.0059946863100547,1.0,0.1623361052762831,2.1739130434782608,,0.7246376811594203,2.1739130434782608,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.0076252409863896,0.0059587181921944,0.0016365493626449,0.0,2.997343155027384e-05,,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Oriente,swine_live,(all swine),268,30.02,3.0,,2.0,,30.0,50.0,40.0,2.5,,0.75,1.25,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,swine,kg meat (carcass-weight proxy),head,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",common feed + supplement + waste shares from ESPAC swine module,,,,,swine_mixed,tropical_moist,Animals_total_head,3.0,,,,,,,,,,,,0.332,0.00525,0.00483,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,75.23,225.69,,150.46,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",225.69,0.66,148.9554,,,,,148.9554,0.0067134189159976,1.0,0.2015368358582502,1.5151515151515151,,1.0101010101010102,1.5151515151515151,,,,,,,,,,,0.016783547289994,,0.0050350641869982005,0.008391773644997,0.0067134189159976,0.0,0.020140256747992802,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Sierra,cattle_live,(unknown),64,3.0876,5.0,3.0,,95.0,10.0,,,10.0,9.5,1.0,0.0,0.0,0.0,0.0,10.5,6.0,100.0,,,,,,,,,,,,,,,,,,,cattle,kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_montane,Animals_total_head,5.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,2000.0,1200.0,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",2000.0,0.5,1000.0,,,,,1000.0,0.001,1.0,0.0030876,2.0,1.2,,2.0,,,,,,,,,,,0.01,0.0095,0.001,0.0,0.0,0.0,0.0105,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.006,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Sierra,cattle_live,beef,1929,1.98,4.0,3.0,,98.0,10.0,,,8.0,7.84,0.8,0.0,0.0,0.0,0.0,8.64,4.0,100.0,,,,,,,,,,,,,,,,,,,cattle,kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_montane,Animals_total_head,4.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,1600.0,1200.0,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",1600.0,0.5,800.0,,,,,800.0,0.00125,1.0,0.002475,2.0,1.5,,2.0,,,,,,,,,,,0.01,0.0098,0.001,0.0,0.0,0.0,0.0108,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.005,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Sierra,cattle_live,dairy,4553,1.98,6.0,3.0,,90.0,10.0,,,12.0,10.8,1.2,0.0,0.0,0.0,0.0,12.0,6.0,100.0,,,,,,,,,,,,,,,,,,,cattle,kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_dairy,tropical_montane,Animals_total_head,6.0,,,,,,,,,,,,0.121,0.0133,0.0081,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,450.0,2700.0,1350.0,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",2700.0,0.5,1350.0,,,,,1350.0,0.0007407407407407,1.0,0.0014666666666666,2.0,1.0,,2.0,,,,,,,,,,,0.008888888888888401,0.007999999999999561,0.00088888888888884,0.0,0.0,0.0,0.008888888888888401,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.0044444444444444,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Sierra,cattle_live,dual-purpose,1911,4.36,7.0,3.0,,90.0,10.0,,,10.0,9.0,1.0,0.0,0.0,0.0,0.0,10.0,8.0,100.0,,,,,,,,,,,,,,,,,,,cattle,kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_montane,Animals_total_head,7.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,2800.0,1200.0,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",2800.0,0.5,1400.0,,,,,1400.0,0.0007142857142857,1.0,0.0031142857142857,2.0,0.8571428571428571,,2.0,,,,,,,,,,,0.0071428571428569995,0.0064285714285713,0.0007142857142857,0.0,0.0,0.0,0.0071428571428569995,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.0057142857142857,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Sierra,donkey_live,(all holdings),837,3.01,1.0,,,,,,,,,,,,,,,,,,,,3.6,180.0,100.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,,,,,,asnal,kg live weight equivalent,,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,donkey_live,Non-Ecuador fallback inference,"Derived as 2.0% of body weight in dry matter, using the midpoint of the 1.75% to 2.25% maintenance guideline for a representative 180 kg donkey.","Management recommendations for donkeys and mules - Ontario guidance gives 1.75% to 2.25% of body weight dry matter intake for maintenance in donkeys and mules; proxy uses the midpoint and a representative 180 kg body weight. (https://www.ontario.ca/page/management-recommendations-donkeys-and-mules) | Feeding Donkeys Straw and Hay Q and A with The Donkey Sanctuary - Reports research-based guidance that donkeys need about 1.5% of their body weight per day in dry feed, supporting a forage-first maintenance proxy. (https://www.thehaypillow.com/blogs/news/feeding-donkeys-straw-and-hay-q-a-with-the-donkey-sanctuary)",mule_ass_low,tropical_montane,Animals_total_head,1.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,"For live-animal products without a meat-output proxy, animal-live-weight-kg-per-kg-product columns are left blank. Use Representative_live_weight_kg as the animal weight reference.",180.0,,,,,,,180.0,0.0055555555555555,1.0,0.0167222222222222,,,,1.0,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.02,0.02,0.0,0.0,0.0,,1 kg live weight equivalent,Animals_total_head multiplied by representative live weight to express kg live weight equivalent.
Sierra,eggs,(unknown),4,,2.0,2.0,,,,,,,,,,,,,,,,,,,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,,,,,,chicken,kg shell eggs,reported survey units,,as-fed kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in avian module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,eggs,Ecuador direct,Semipasture or free-range scavenging was not quantified in the source; proxy covers balanced feed only.,Evaluación de parámetros productivos en crianza de gallinas criollas (gallina feliz). Patoa de Vallejo-Pujilí - Reports 0.081 ± 0.002 kg balanced feed per hen per day in a semipasture system in Cotopaxi. (https://repositorio.utc.edu.ec/handle/27000/7769),eggs_layers,tropical_montane,Producing_animals_head,2.0,,,,,,,,,,,,0.316,0.0,0.00042,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,1.514,3.028,3.028,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg shell eggs, calculated as total bird live weight divided by total egg output for the row, i.e. based on total head count rather than producing-head count.",3.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,,1 kg shell eggs,Egg counts converted to kg shell eggs; live-weight-equivalent per kg shell eggs is based on total flock live weight divided by total egg output.
Sierra,eggs,layers,202,,30500.0,30500.0,,,,,,,,,,,,,,,,,,,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,150860.0,142950.0,5.6,15000.0,,chicken,kg shell eggs,reported survey units,,as-fed kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in avian module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,eggs,Ecuador direct,Semipasture or free-range scavenging was not quantified in the source; proxy covers balanced feed only.,Evaluación de parámetros productivos en crianza de gallinas criollas (gallina feliz). Patoa de Vallejo-Pujilí - Reports 0.081 ± 0.002 kg balanced feed per hen per day in a semipasture system in Cotopaxi. (https://repositorio.utc.edu.ec/handle/27000/7769),eggs_layers,tropical_montane,Producing_animals_head,30500.0,,,,,,,,,,,,0.316,0.0,0.00042,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,1.514,46177.0,46177.0,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg shell eggs, calculated as total bird live weight divided by total egg output for the row, i.e. based on total head count rather than producing-head count.",46177.0,,,,,8553.611139999999,8105.12205,8553.611139999999,0.0001169096868717,1.0,,5.398538610676193,5.398538610676193,,5.398538610676193,,,,,17.636995361470223,1.0,16.712239738314786,0.94756728092271,1.7536453030760528,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,9.469684636610686e-06,0.0,0.0,9.469684636610686e-06,0.0,,1 kg shell eggs,Egg counts converted to kg shell eggs; live-weight-equivalent per kg shell eggs is based on total flock live weight divided by total egg output.
