Region,Cropping_system,Crop,Category,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,Manure_type__minValue,Manure_type__maxValue,count__minValue,count__maxValue,Province__minValue,Province__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Cycle_length_months__minValue,Cycle_length_months__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue
oriente,monocrop,OTROS PERMANENTES,permanent,0.02,3.0,0.0,0.0,0.0,20000.0,,,,,,,,,,,,,0.0,0.0,0.0,453.59236999999996,,,,,286.0,286.0,,,,,,,11.0,11.0,0.01,278.0,11.086474501108647,25000.0,0.0,13846.153846153846,,,,,,,,,,,3851.9916,6864.0084,11.33980925,10000.0,0.0,181.436948,211.67643933333332,211.67643933333332,49.482803999999994,181.436948,0.0,10000.0,0.0,20000.0,0.33,48.0,0.3448275862068966,400.0,0.33,48.0,0.0,493.59236999999996,,,0.0,6479.8910000000005,0.0,20000.0,0.0,2.5
oriente,monocrop,OTROS TRANSITORIOS,transitory,,,0.0,0.0,0.0,32658.65064,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,6.0,,,103.0,103.0,,,,,,,3.0,10.0,0.01,3.0,84.0,50000.0,0.0,0.0,,,,,,,,,,,1653.741,3993.7619999999997,150.0,150.0,0.0,10.886216880000001,,,,,0.0,150.0,0.0,32658.65064,1.2,2.6666666666666665,0.5,13.333333333333334,1.6666666666666667,1.6666666666666667,0.0,16.666666666666668,5.347593582887705,936.363636363636,0.0,32658.65064,,,0.0,83.33333333333334
oriente,monocrop,PALMA AFRICANA (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,36000.0,,,,,,,,,,,,,0.0,0.0,0.0,65.0,,,,,108.0,108.0,,,,,,,11.0,11.0,1.0,3000.0,250.0,29090.909090909066,0.0,0.0,,,,,,,,,,,567.9936,1960.0096000000003,15.0,1666.6666666666667,0.0,200.0,,,34.75,506.32911392405066,0.0,1666.6666666666667,0.0,36000.0,0.028846153846153848,25.063451776649746,0.06666666666666667,56.851522842639596,0.5,0.5,0.0,146.91497461928935,,,0.0,36000.0,0.0,5063.291139240507,,
oriente,monocrop,PIÑA (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,12.0,12.0,,,,,,,11.0,11.0,0.01,0.7,2097.9020979020997,17045.454545454548,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,9.071847400000001,9.071847400000001,,,,,,,0.0,9.071847400000001,0.0,0.0,1.0,1.0714285714285714,2.0,2.5,1.9439673000000004,1.9439673000000004,0.0,3.015395871428572,,,,,,,,
oriente,monocrop,PLÁTANO (FRUTA FRESCA),permanent,1.0,1.0,0.0,0.0,0.0,6803.88555,,,,,,,,,,,,,0.0,0.0,0.0,75.59872833333334,10.0,10.0,,,273.0,273.0,,,,,,,11.0,11.0,0.01,10.0,90.90909090909066,28409.0909090909,0.0,29565.21739130435,,,,,,,,,,,2294.5065000000004,8375.2513,1.0,680.388555,0.0,1511.9745666666668,,,,,0.0,1511.9745666666668,0.0,6803.88555,0.2,29.04,0.12,20.0,0.6666666666666666,3.0,0.0,82.26539500000001,122.72727272727299,122.72727272727299,0.0,6803.88555,0.0,45.359237,0.0,2.4
oriente,monocrop,TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,11.0,11.0,,,10909.090909090917,10909.090909090917,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,monocrop,YUCA,transitory,,,0.0,0.0,0.0,10205.828325,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,10.0,,,175.0,175.0,,,,,,,0.0,11.0,0.01,2.0,303.03030303030334,27272.7272727273,0.0,0.0,,,,,,,,,,,1653.741,3993.7619999999997,272.155422,272.155422,,,,,,,0.0,272.155422,0.0,10205.828325,2.0,2.0,0.18143694800000001,21.05263157894737,1.625,1.625,0.0,21.05263157894737,13.25757575757575,181.81818181818133,0.0,10205.828325,,,0.0,2.0
sierra,in association,AGUACATE (FRUTA FRESCA),permanent,0.1,20.0,0.0,0.0,0.0,2024.9659374999999,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,11.0,11.0,,,,,,,11.0,11.0,0.1,20.0,2727.27272727273,15272.727272727281,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,45.359237,90.718474,0.0,45.359237,,,,,0.0,90.718474,0.0,2024.9659374999999,1.0,3.0,0.4464285714285714,2.0,2.0,2.0,0.0,5.0,,,0.0,2024.9659374999999,,,,
sierra,in association,ARROZ (EN CÁSCARA),transitory,14.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,4.0,5.0,14.0,14.0,4904.220779220779,5162.3376623376635,10000.0,10000.0,,,,,,,,,,,1653.741,4514.9985,107.14285714285714,107.14285714285714,53.57142857142857,53.57142857142857,46.42857142857143,46.42857142857143,10.0,10.0,217.14285714285714,217.14285714285714,0.0,0.0,1.1428571428571428,1.1428571428571428,1.0,1.0,1.0,1.0,3.142857142857143,3.142857142857143,,,,,,,,
sierra,in association,ARVEJA SECA (GRANO SECO),transitory,0.02,0.3,0.0,0.0,0.0,2721.5542199999995,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,10.0,,,8.0,8.0,,,,,,,4.0,8.0,0.04,1.2,75.75757575757575,909.0909090909099,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,79.37866475,79.37866475,,,,,,,0.0,79.37866475,0.0,2721.5542199999995,0.20833333333333334,1.0,1.6666666666666667,1.6666666666666667,2.5,2.5,0.0,3.5,0.08522727272727273,34.0909090909091,0.0,2721.5542199999995,,,0.0,16.666666666666668
sierra,in association,ARVEJA TIERNA (VAINA),transitory,0.01,0.25,0.0,0.0,0.0,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,5.0,,,20.0,20.0,,,,,,,2.0,6.0,0.01,2.0,227.272727272727,5454.5454545454495,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,25.919563999999998,113.39809249999999,0.0,40.8233133,,,,,0.0,113.39809249999999,0.0,4535.9237,0.5,5.0,0.25,6.0,5.0,5.0,0.0,8.0,10.9090909090909,30.303030303030283,0.0,4535.9237,,,,
sierra,in association,BANANO (FRUTA FRESCA),permanent,0.05,4.0,0.0,0.0,0.0,3779.936416666667,,,,,,,,,,,,,0.0,0.0,0.0,19.220015677966103,,,,,51.0,51.0,,,,,,,11.0,11.0,0.02,4.0,90.90909090909099,42613.63636363625,0.0,29565.21739130435,,,,,,,,,,,2294.5065000000004,8375.2513,56.24545388,544.310844,0.0,60.0,,,,,0.0,544.310844,0.0,3779.936416666667,,,0.5,20.0,,,0.0,20.067473305084746,,,0.0,3779.936416666667,,,,
sierra,in association,BROCOLI,transitory,0.02,0.14,0.0,0.0,0.0,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,7.0,7.0,,,,,,,2.0,2.0,0.01,0.14,5454.54545454545,9090.909090909088,0.0,10434.782608695654,,,,,,,,,,,5180.503900000001,8375.2513,25.919563999999998,25.919563999999998,,,,,,,0.0,25.919563999999998,0.0,4535.9237,,,,,,,0.0,0.0,,,0.0,4535.9237,0.0,566.9904625,,
sierra,in association,CACAO (ALMENDRA SECA),permanent,0.25,70.2072,0.0,0.0,0.0,476.2719885,,,,,,,,,,,,,0.0,0.0,0.0,3.4013605442176873,,,,,134.0,134.0,,,,,,,11.0,11.0,0.2117,70.2072,34.090909090909,2727.2727272727197,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,0.5025125628140703,712.1776683872879,0.0,136.077711,,,70.86167800453515,70.86167800453515,0.0,712.1776683872879,0.0,476.2719885,0.2024619371558147,3.75,0.11810279667422524,5.3146258503401365,0.3543083900226757,1.7075044821992658,0.0,6.377551020408164,,,0.0,476.2719885,,,0.0,7.086167800453515
sierra,in association,CAFÉ (GRANO ORO),permanent,0.07,5.0,0.0,0.0,0.0,453.59236999999996,,,,,,,,,,,,,0.0,0.0,0.0,45.359237,,,,,60.0,60.0,,,,,,,11.0,11.0,0.03,10.5,25.454545454545446,1676.1363636363626,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,60.0,257.1428571428571,0.0,113.39809249999999,,,,,0.0,257.1428571428571,0.0,453.59236999999996,0.3921012849584278,5.0,0.2222222222222222,2.5,0.375,0.375,0.0,47.359237,,,0.0,453.59236999999996,,,0.0,6.25
sierra,in association,CEBOLLA BLANCA,transitory,0.01,0.02,0.0,0.0,2267.96185,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,2.0,2.0,0.01,0.02,2181.8181818181797,2727.272727272725,6923.076923076923,6923.076923076923,,,,,,,,,,,5180.503900000001,10178.9935,,,,,,,,,0.0,0.0,2267.96185,4535.9237,,,,,,,0.0,0.0,,,2267.96185,4535.9237,,,,
sierra,in association,FREJOL SECO (GRANO SECO),transitory,0.01,20.0,0.0,0.0,0.0,22679.6185,,,,,,,,,,,,,0.0,0.0,0.0,5.0,0.0,40.0,,,918.0,918.0,,,,,,,2.0,11.0,0.01,20.0,54.54545454545453,3181.81818181818,0.0,6956.521739130435,,,,,,,,,,,1653.741,3993.7619999999997,1.5117157974300832,500.0,0.0,283.49523125,,,,,0.0,500.0,0.0,22679.6185,0.09071847400000001,25.0,0.06,15.0,0.014285714285714287,10.0,0.0,25.0,0.0,272.727272727272,0.0,22679.6185,0.0,6803.88555,0.0,150.0
sierra,in association,FREJOL TIERNO (VAINA),transitory,0.01,1.0,0.0,0.0,0.0,18892.122210499998,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.05,20.0,,,140.0,140.0,,,,,,,2.0,11.0,0.01,2.0,151.51515151515164,6818.18181818182,0.0,6956.521739130435,,,,,,,,,,,1653.741,3993.7619999999997,7.5,635.029318,0.0,250.0,,,,,0.0,635.029318,0.0,18892.122210499998,0.20833333333333334,45.359237,0.3,13.333333333333334,0.6,2.0,0.0,45.359237,0.5681818181818176,555.5555555555555,0.0,18892.122210499998,,,0.0,150.0
sierra,in association,HABA SECA (GRANO SECO),transitory,0.02,0.82,0.0,0.0,0.0,7529.633341999999,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.01,20.0,,,200.0,200.0,,,,,,,3.0,11.0,0.01,1.2,39.77272727272725,2727.2727272727197,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,10.069750614000002,170.09713874999997,0.0,70.8738078125,,,181.436948,181.436948,0.0,181.436948,0.0,7529.633341999999,0.1,1.3636363636363635,0.06,3.0,,,0.0,3.0,0.042424242424242406,51.94805194805199,0.0,7529.633341999999,,,0.0,5.555555555555555
sierra,in association,HABA TIERNA (VAINA),transitory,0.01,0.5,0.0,0.0,0.0,18914.801829,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.05,5.0,,,83.0,83.0,,,,,,,2.0,9.0,0.01,2.0,61.98347107438013,12834.224598930468,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,11.76470588235294,635.029318,0.0,453.59236999999996,,,,,0.0,635.029318,0.0,18914.801829,0.19999999999999998,3.125,0.25,50.0,,,0.0,50.0,0.5681818181818176,68.18181818181824,0.0,18914.801829,,,,
sierra,in association,LIMÓN (FRUTA FRESCA),permanent,0.1,2.0,0.0,0.0,0.0,2024.9659374999999,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,10.0,10.0,,,,,,,11.0,11.0,0.1,3.0,7.575757575757567,18000.0,0.0,18260.869565217392,,,,,,,,,,,3851.9916,8855.9988,83.33333333333333,90.718474,0.0,4.0,,,,,0.0,90.718474,0.0,2024.9659374999999,0.19999999999999998,3.0,0.3333333333333333,2.0,0.226796185,0.226796185,0.0,5.0,,,0.0,2024.9659374999999,,,,
sierra,in association,MAIZ DURO CHOCLO (CHOCLO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,,,5.0,9.0,0.1,0.1,2727.2727272727298,4545.45454545455,0.0,0.0,,,,,,,,,,,1537.4895,3993.7619999999997,,,,,,,,,0.0,0.0,0.0,0.0,2.26796185,2.26796185,,,,,0.0,2.26796185,,,,,,,,
sierra,in association,MAIZ DURO SECO (GRANO SECO),transitory,0.1,1.5,0.0,0.0,0.0,1360.7771099999998,,,,,,,,,,,,,0.0,0.0,0.0,0.05555555555555556,0.25,3.0,,,50.0,50.0,,,,,,,3.0,9.0,0.02,10.0,303.03030303030334,8181.81818181818,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,3.0,907.18474,0.0,1360.7771099999998,,,,,0.0,1360.7771099999998,0.0,1360.7771099999998,0.3333333333333333,10.0,0.05555555555555556,80.0,1.0,4.0,0.0,90.0,1.6619318181818188,136.363636363636,0.0,1360.7771099999998,,,,
sierra,in association,MAIZ SUAVE CHOCLO (CHOCLO),transitory,0.01,0.8,0.0,0.0,0.0,18892.122210499998,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,2.0,,,125.0,125.0,,,,,,,2.0,7.0,0.01,1.5,454.54545454545496,10695.18716577541,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,7.5,453.59236999999996,0.0,283.49523125,,,,,0.0,453.59236999999996,0.0,18892.122210499998,0.19999999999999998,45.359237,0.3,20.0,0.4,5.0,0.0,45.359237,0.0,72.72727272727279,0.0,18892.122210499998,,,0.0,2.834467120181406
sierra,in association,MAIZ SUAVE SECO (GRANO SECO),transitory,0.01,3.0,0.0,0.0,0.0,22679.6185,,,,,,,,,,,,,0.0,0.0,0.0,5.0,0.0,25.0,,,927.0,927.0,,,,,,,3.0,11.0,0.01,10.584,59.09090909090909,5318.18181818182,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,1.5117157974300832,604.7898266666667,0.0,647.9890999999999,16.666666666666668,16.666666666666668,181.436948,181.436948,0.0,647.9890999999999,0.0,22679.6185,0.09071847400000001,25.0,0.06,12.5,0.014285714285714287,7.559872833333334,0.0,25.0,0.0,1040.3329065300916,0.0,22679.6185,0.0,6803.88555,0.0,20.0
sierra,in association,MANGO (FRUTA FRESCA),permanent,0.18,0.18,0.0,0.0,72.5747792,72.5747792,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,11.0,11.0,0.1,0.1,2727.2727272727298,2727.2727272727298,11250.0,11250.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,0.0,0.0,72.5747792,72.5747792,0.19999999999999998,0.19999999999999998,,,,,0.19999999999999998,0.19999999999999998,,,72.5747792,72.5747792,,,,
sierra,in association,MANI,transitory,0.12,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,8.0,8.0,,,,,,,3.0,6.0,0.12,1.0,90.90909090909089,1272.727272727272,0.0,10434.782608695654,,,,,,,,,,,891.9968000000001,2647.992,3.0,181.436948,0.0,181.436948,,,,,0.0,362.873896,0.0,0.0,2.0,10.0,2.0,16.0,0.2,0.2,0.0,20.0,,,,,,,,
sierra,in association,MARACUYÁ (FRUTA FRESCA),permanent,0.5,2.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,7.0,7.0,,,,,,,11.0,11.0,0.5,2.8,1227.272727272728,3428.571428571429,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,,,0.0,121.49795625,,,,,0.0,121.49795625,0.0,0.0,0.9,1.4285714285714286,0.5,1.7857142857142858,,,0.0,3.2142857142857144,,,,,,,,
sierra,in association,NARANJA (FRUTA FRESCA),permanent,0.18,70.2072,0.0,0.0,0.0,476.2719885,,,,,,,,,,,,,0.0,0.0,0.0,3.4013605442176873,,,,,76.0,76.0,,,,,,,11.0,11.0,0.1,70.2072,30.303030303030297,40262.31704803135,0.0,18260.869565217392,,,,,,,,,,,3851.9916,8855.9988,70.86167800453515,712.1776683872879,0.0,106.29251700680273,,,70.86167800453515,70.86167800453515,0.0,712.1776683872879,0.0,476.2719885,0.19999999999999998,1.9285389880952382,0.15747039556563366,5.3146258503401365,0.3543083900226757,4.2517006802721085,0.0,6.377551020408164,,,0.0,476.2719885,,,0.0,7.086167800453515
sierra,in association,ORITO (FRUTA FRESCA),permanent,0.49,0.49,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,18.0,18.0,,,,,,,11.0,11.0,0.49,4.5,2050.251256281407,7150.587507730347,0.0,26153.846153846152,,,,,,,,,,,2294.5065000000004,8375.2513,0.5025125628140703,0.5025125628140703,0.0,15.0,,,,,0.0,15.0,0.0,0.0,2.0,2.0,0.3333333333333333,20.0,,,0.0,20.0,,,,,,,,
sierra,in association,OTROS PERMANENTES,permanent,0.1,4.0,0.0,0.0,0.0,9449.841041666668,,,,,,,,,,,,,0.0,0.0,0.0,8.0,,,,,32.0,32.0,,,,,,,11.0,11.0,0.06,4.0,363.63636363636397,54545.4545454545,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,50.0,755.9872833333334,,,,,32.0,32.0,0.0,755.9872833333334,0.0,9449.841041666668,0.19999999999999998,40.0,1.0,18.0,0.226796185,40.0,0.0,80.0,,,0.0,9449.841041666668,0.0,581.5286794871795,0.0,480.0
sierra,in association,OTROS TRANSITORIOS,transitory,0.01,0.99,0.0,0.0,0.0,6531.730128,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,65.0,,,36.0,36.0,,,,,,,0.0,11.0,0.01,1.0,22.7272727272725,24621.212121212127,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,25.919563999999998,453.59237,0.0,360.0,120.0,120.0,45.359237,250.0,0.0,546.3768278,0.0,6531.730128,0.20833333333333334,25.0,0.33333333333333337,20.0,24.0,24.0,0.0,27.2,1.36363636363636,4678.030303030305,0.0,6531.730128,0.0,566.9904625,,
sierra,in association,PALMA AFRICANA (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,7.0,7.0,,,,,,,11.0,11.0,4.0,4.0,1500.0,3500.0,0.0,0.0,,,,,,,,,,,567.9936,1960.0096000000003,0.75,14.76,,,,,,,0.75,14.76,0.0,0.0,1.0,1.0,1.0,1.0,,,0.0,2.0,,,,,,,,
sierra,in association,PAPA,transitory,0.02,4.0,0.0,0.0,0.0,3497.44757037037,,,,,,,,,,,,,0.0,0.0,0.0,39.473684210526315,1.0,1.0,,,12.0,12.0,,,,,,,4.0,9.0,0.02,4.0,1136.3636363636374,11363.636363636375,0.0,10434.782608695654,,,,,,,,,,,1653.741,5272.5,635.029318,1007.9830444444443,0.0,1250.0,,,,,0.0,1250.0,0.0,3497.44757037037,0.25,0.8,50.0,50.0,0.7499999999999999,25.0,0.0,50.0,32.29665071770342,33.67003367003366,0.0,2267.96185,,,0.0,1578.9473684210527
sierra,in association,PLÁTANO (FRUTA FRESCA),permanent,0.04,0.49,0.0,0.0,0.0,4.821347470238096,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,36.0,36.0,,,,,,,11.0,11.0,0.49,20.0,113.63636363636367,24545.454545454562,0.0,26153.846153846152,,,,,,,,,,,2294.5065000000004,8375.2513,212.58503401360545,404.92387431162945,,,,,,,0.0,404.92387431162945,0.0,4.821347470238096,0.45,0.5,0.11810279667422524,20.0,2.0,2.0,0.0,20.0,,,0.0,4.821347470238096,,,,
sierra,in association,TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,0.46,0.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,5.0,5.0,,,,,,,11.0,11.0,0.4,0.4,6818.181818181825,6818.181818181825,0.0,10434.782608695654,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,0.0,0.0,0.0,0.0,0.625,0.625,,,,,0.0,0.625,,,,,,,,
sierra,in association,TOMATE RIÑON,transitory,0.02,0.18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,2.0,2.0,,,,,,,2.0,10.0,0.02,0.1,2840.90909090909,90909.0909090909,7500.0,10434.782608695654,,,,,,,,,,,5180.503900000001,8375.2513,50.0,136.077711,0.0,50.0,50.0,50.0,50.0,250.0,200.0,386.07771099999997,0.0,0.0,1.0,25.0,,,,,1.0,25.0,28.4090909090909,28.4090909090909,,,,,,
sierra,in association,YUCA,transitory,0.18,0.18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.05555555555555556,,,,,2.0,2.0,,,,,,,8.0,9.0,0.18,3.0,909.09090909091,1515.1515151515166,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,,,,,,,,,0.0,0.0,0.0,0.0,,,0.05555555555555556,0.05555555555555556,,,0.0,0.11111111111111112,,,,,,,,
sierra,monocrop,AGUACATE (FRUTA FRESCA),permanent,0.02,15.0,0.0,0.0,0.0,120957.96533333334,,,,,,,,,,,,,0.0,0.0,0.0,25.0,,,,,202.0,202.0,,,,,,,11.0,11.0,0.02,15.0,37.878787878788,24242.424242424266,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,32.988536,1000.0,0.0,226.79618499999998,45.359237,125.0,13.48314606741573,125.0,0.0,1000.0,0.0,120957.96533333334,0.18,48.0,0.18181818181818182,48.0,0.2,25.0,0.0,96.0,,,0.0,60478.98266666667,0.0,60478.98266666667,0.0,1363.6363636363637
sierra,monocrop,ARROZ (EN CÁSCARA),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,3.0,4.0,1.4112,18.0,1590.909090909089,7730.364873222009,0.0,0.0,,,,,,,,,,,1653.741,4514.9985,136.07771100000002,283.4467120181406,,,,,,,136.07771100000002,283.4467120181406,0.0,0.0,1.0,1.0,1.417233560090703,6.0,1.0,1.417233560090703,2.834467120181406,8.0,,,,,,,,
sierra,monocrop,ARVEJA SECA (GRANO SECO),transitory,0.01,5.0,0.0,0.0,0.0,9071.8474,,,,,,,,,,,,,0.0,0.0,0.0,0.3846153846153846,0.03,10.0,,,61.0,61.0,,,,,,,3.0,8.0,0.01,5.0,109.09090909090901,1948.0519480519426,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,1.6199727499999999,647.9890999999999,0.0,312.5,,,2.0833333333333335,2.0833333333333335,0.0,647.9890999999999,0.0,9071.8474,0.5,10.0,0.04,14.285714285714285,0.6479891,3.125,0.0,14.285714285714285,0.340909090909092,102.2727272727275,0.0,9071.8474,,,0.0,11.11111111111111
sierra,monocrop,ARVEJA TIERNA (VAINA),transitory,0.01,10.0,0.0,0.0,0.0,56699.04625,,,,,,,,,,,,,0.0,0.0,0.0,166.66666666666669,0.1,3.0,,,277.0,277.0,,,,,,,1.0,11.0,0.01,10.0,284.090909090909,6863.63636363636,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,0.4166666666666667,453.59237,0.0,453.59237,131.20982643910907,131.20982643910907,3.846153846153846,66.70476029411765,0.0,463.59237,0.0,56699.04625,0.030239491333333337,33.333333333333336,0.5,20.0,0.5,18.75,0.0,166.66666666666669,1.47727272727273,118.181818181818,0.0,56699.04625,0.0,1209.5796533333335,0.0,333.33333333333337
sierra,monocrop,BANANO (FRUTA FRESCA),permanent,0.01,527.2,0.0,0.0,0.0,5443.10844,,,,,,,,,,,,,0.0,0.0,0.0,16.0,50.0,100.0,,,183.0,183.0,,,,,,,11.0,11.0,0.01,527.2,154.7388781431334,71863.6363636364,0.0,29565.21739130435,,,,,,,,,,,2294.5065000000004,8375.2513,20.0,1511.9745666666668,0.0,1632.932532,9.802511528551243,600.0,5.0,600.0,0.0,2100.0,0.0,5443.10844,0.4654642174382844,16.0,0.6666666666666666,48.0,0.6790591805766312,48.0,0.0,55.38461538461539,5877.742946708466,9090.909090909085,0.0,5443.10844,0.0,4535.9237,0.0,179.48717948717947
sierra,monocrop,BROCOLI,transitory,0.01,170.0,0.0,0.0,0.0,27215.5422,,,,,,,,,,,,,0.0,0.0,0.0,61.0,,,,,251.0,251.0,,,,,,,1.0,3.0,0.01,170.0,3740.259740259743,25000.0,0.0,10434.782608695654,,,,,,,,,,,5180.503900000001,8375.2513,18.181818181818183,1511.9745666666668,0.0,453.59236999999996,50.0,204.11656650000003,64.79891,373.54665764705885,0.0,1511.9745666666668,0.0,27215.5422,0.12195121951219512,20.0,0.8571428571428571,15.0,0.03359943481481482,28.57142857142857,0.0,78.78461538461539,,,0.0,27215.5422,0.0,10000.0,0.0,120.0
sierra,monocrop,CACAO (ALMENDRA SECA),permanent,0.08,100.0,0.0,0.0,0.0,4687.5,,,,,,,,,,,,,0.0,0.0,0.0,125.0,,,,,596.0,596.0,,,,,,,11.0,11.0,0.01,200.0,19.573727707698996,2727.272727272733,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,0.1,1200.0,0.0,733.3333333333334,5.714285714285714,85.71428571428571,28.34467120181406,181.436948,0.0,1200.0,0.0,4687.5,0.05,30.0,0.05,65.0,0.06666666666666667,18.0,0.0,125.0,,,0.0,2267.96185,0.0,4687.5,0.0,300.0
