count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Irrig_m3,Irrig_equipment,Packaging_type1,Packaging_type2,Fuel_type,Fuel_unit,Fuel_ha,NPK_kgha,AN_kgha,AP_kgha,AS_kgha,Total_fert_min_kgha,Total_fert_org_kgha,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Total_pesticides_kgha,Seed_kgha,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,Cropping_system
226,sierra,(all provinces confounded),HABA TIERNA (VAINA),transitory,2024-01-01,2024-12-01,11.0,0.15,3181.81818181818,0.0,sin riego,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,156.41116206896552,62.368950874999996,90.718474,,56.699046249999995,15.25,1.6666666666666667,2.678571428571429,2.928571428571429,0.0,31.81818181818181,1711.6693207547169,1058.3821966666667,64.0,monocrop
71,sierra,(all provinces confounded),LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.29000000000000004,5939.393939393941,13125.0,surcos,QUINTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,125.59872833333334,72.38176117021277,,,36.906158,0.0,3.1,2.5,2.0,0.0,,1500.0,3000.0,20.0,monocrop
29,sierra,(all provinces confounded),MAIZ DURO CHOCLO (CHOCLO),transitory,2023-12-01,2024-04-01,4.0,0.4,1840.9090909090899,10000.0,surcos,QUINTAL,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,155.9223771875,544.310844,,29.940119760479043,226.796185,0.0,2.7215542200000002,7.0,0.625,2.2316144820359285,0.606060606060606,1727.9709333333335,,1.5,monocrop
516,sierra,(all provinces confounded),MAIZ DURO SECO (GRANO SECO),transitory,2024-01-01,2024-08-01,7.0,0.75,2727.272727272728,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,144.85179678828365,181.436948,151.19745666666668,163.39809250000002,177.87936078431375,0.0,1.0,3.3333333333333335,0.9545454545454546,1.6666666666666667,14.346590909090931,602.3949133333333,68.71924405499999,160.0,monocrop
675,sierra,(all provinces confounded),MAIZ SUAVE CHOCLO (CHOCLO),transitory,2024-01-01,2024-12-01,11.0,0.16,3265.151515151514,0.0,sin riego,SACO,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,181.436948,161.5052287317802,41.96573506034737,35.430839002267575,27.626666344537817,0.0,2.8061224489795915,2.834709716340703,2.8460475848214286,0.5,25.56818181818182,1814.3694799999998,3019.159306666667,17.006802721088434,monocrop
1762,sierra,(all provinces confounded),MAIZ SUAVE SECO (GRANO SECO),transitory,2023-11-01,2024-08-01,9.0,0.2,1136.363636363636,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,166.66666666666669,119.68320657894736,69.78344153846153,55.92675249999999,0.0,0.0,1.7006802721088434,2.4404761904761907,1.5,0.0,8.863636363636349,1592.0421853448277,321.29459541666665,3.0,monocrop
11,sierra,(all provinces confounded),MANGO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.5,3363.63636363636,13846.153846153846,surcos,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,52.0,52.0,52.0,,0.5,0.0,1.2,2.136077711,,0.0,,236.077711,,52.0,monocrop
25,sierra,(all provinces confounded),MANI,transitory,2024-01-01,2024-12-01,11.0,0.2,1063.8297872340427,9230.76923076923,surcos,QUINTAL,GRANO DESCASCARADO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2647.992,76.19634673913043,453.59236999999996,302.39491333333336,,0.0,0.0,2.0,5.416666666666667,,1.0,9.659090909090914,,,,monocrop
17,sierra,(all provinces confounded),MARACUYÁ (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.6,5090.9090909091,0.0,sin riego,COSTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,80.69904625000001,500.0,,,48.0,0.0,7.5,4.0,20.0,0.0,,218.29132806249999,,5.0,monocrop
22,sierra,(all provinces confounded),NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.40415,9017.827512835018,0.0,sin riego,QUINTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,138.90053350453513,200.0,200.0,170.86167800453515,50.0,0.0,1.0,2.0,1.417233560090703,0.0,,4535.9237,1801.4096980000002,617.1428571428571,monocrop
26,sierra,(all provinces confounded),ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.4112,4090.9090909090874,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,22.6796185,,,,0.0,0.0,1.75,2.0,2.0,0.0,,90.718474,,,monocrop
1175,sierra,(all provinces confounded),OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,0.24,6293.706293706292,0.0,sin riego,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,283.49523125,139.5668830769231,32.399455,137.14285714285714,151.19745666666668,0.0,5.714285714285714,3.5,5.454545454545454,0.0,,1511.9745666666668,2186.9632125000003,80.0,monocrop
1570,sierra,(all provinces confounded),OTROS TRANSITORIOS,transitory,2024-01-01,2024-10-01,9.0,0.17,4132.231404958677,0.0,sin riego,QUINTAL,HOJA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,174.45860384615384,170.09713874999997,63.75,103.18382352941177,66.66666666666667,0.0,3.2258064516129035,2.272727272727273,3.7037037037037033,0.0,12.734540169133185,3401.942775,4535.9237,20.0,monocrop
40,sierra,(all provinces confounded),PALMA AFRICANA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,19.0,11168.831168831184,0.0,sin riego,TONELADA METR.,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,567.9936,339.0,150.66666666666666,1.3333333333333333,1.3333333333333333,246.0496011090703,0.0,0.5,2.0,0.7142857142857143,0.05333333333333334,,,240.0,3.871,monocrop
35,sierra,(all provinces confounded),PALMITO (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,8.0,4072.7272727272666,0.0,sin riego,LIBRA,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,333.3333333333333,146.05263157894737,,,150.0,0.0,0.3333333333333333,1.0,,0.72,,453.59237,272.155422,65.0,monocrop
669,sierra,(all provinces confounded),PAPA,transitory,2024-01-01,2024-12-01,11.0,0.23,7575.757575757567,0.0,sin riego,QUINTAL,TUBERCULO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5272.5,355.75073402855116,200.0,8.571428571428571,136.077711,250.0,0.0,2.5,2.834467120181406,3.3333333333333335,2.159963666666667,181.81818181818198,2267.96185,1915.1677844444444,40.0,monocrop
2,sierra,(all provinces confounded),PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,,20420.4545454546,0.0,sin riego,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,0.0,,,,0.0,,,,,monocrop
123,sierra,(all provinces confounded),PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.5,5454.545454545455,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,136.077711,65.3218474,,,0.0,0.0,1.1849315068493151,1.1578947368421053,1.0,0.0,4454.545454545452,476.79618500000004,,80.0,monocrop
41,sierra,(all provinces confounded),QUINUA,transitory,2024-01-01,2024-07-01,6.0,0.26,909.0909090909089,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,90.0,80.79614090625,,,0.0,11.33980925,0.5263157894736842,0.6666666666666666,,0.0,10.82251082251081,477.46565263157896,5.669904625,5.405405405405405,monocrop
1,sierra,(all provinces confounded),TABACO,transitory,2024-06-01,2024-12-01,6.0,702.0,1565.3974358974358,10434.782608695654,surcos,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,3101.0014,,101.28205128205128,405.12820512820514,202.56410256410257,708.974358974359,0.0,5.512820512820513,2.0256410256410255,14.179487179487179,23.74358974358974,,,,,monocrop
94,sierra,(all provinces confounded),TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.22,10909.090909090935,0.0,sin riego,COSTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,412.3567,200.0,,1046.0114956666666,259.19564,0.0,2.3255813953488373,2.0,2.857142857142857,0.75,,4535.9237,,160.0,monocrop
191,sierra,(all provinces confounded),TOMATE RIÑON,transitory,2024-01-01,2024-12-01,11.0,0.14500000000000002,49403.40909090911,7500.0,goteo,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5856.4935000000005,348.91720769230767,226.796185,113.39809249999999,172.2778712980769,375.0,2834.9523125,10.0,2.916666666666667,15.0,16.666666666666668,22.727272727272734,3401.942775,8169.904625,40.0,monocrop
68,sierra,(all provinces confounded),TRIGO,transitory,2024-02-01,2024-08-01,6.0,0.41500000000000004,1299.7542997542985,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1447.4865,200.0,93.6046511627907,1172.093023255814,34.51942775,0.0,0.0,1.771793054571226,2.0,1.4168320774957763,0.0,13.659673659673665,1133.980925,12.5,,monocrop
48,sierra,(all provinces confounded),YUCA,transitory,2024-01-01,2024-09-01,8.0,0.1,2272.727272727273,0.0,sin riego,QUINTAL,RAIZ FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,64.79891,116.78700101149425,,,0.0,0.0,3.0571428571428574,1.1494252873563218,,0.0,,3401.942775,,,monocrop
