Region,Province,Crop,Category,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,Manure_type__minValue,Manure_type__maxValue,count__minValue,count__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Cycle_length_months__minValue,Cycle_length_months__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue
sierra,(all selected provinces),ORITO (FRUTA FRESCA),permanent,0.49,10.0,0.0,0.0,0.0,90.718474,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,44.0,44.0,,,,,11.0,11.0,0.26,20.0,181.81818181818178,12587.412587412575,0.0,26153.846153846152,,,,,,,,,,,2294.5065000000004,8375.2513,0.5025125628140703,22.6796185,0.0,15.0,,,,,0.0,22.6796185,0.0,90.718474,1.5,10.2,0.3333333333333333,20.0,2.0,2.0,0.0,20.0,,,0.0,90.718474,,,,
sierra,(all selected provinces),OTROS PERMANENTES,permanent,0.01,110.0,0.0,0.0,0.0,75296.33342,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,,,,1207.0,1207.0,,,,,11.0,11.0,0.01,110.0,120.0,109090.90909090919,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,1.0,4535.9237,0.0,1209.5796533333335,5.0,416.6666666666667,10.0,625.0,0.0,4535.9237,0.0,75296.33342,0.125,66.66666666666667,0.125,40.0,0.226796185,100.0,0.0,125.0,,,0.0,45359.237,0.0,75296.33342,0.0,3333.3333333333335
sierra,(all selected provinces),OTROS TRANSITORIOS,transitory,0.01,30.0,0.0,0.0,0.0,136077.711,,,,,,,,,,,,,0.0,0.0,0.0,60.0,0.1,65.0,,,1606.0,1606.0,,,,,0.0,11.0,0.0,30.0,22.7272727272725,119318.18181818198,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,0.25,9071.8474,0.0,1814.36948,1.7094017094017095,544.310844,0.4724920520833334,290.0,0.0,9071.8474,0.0,136077.711,0.030239491333333337,125.0,0.18899682083333336,56.699046249999995,0.06666666666666667,60.478982666666674,0.0,125.0,0.45454545454545503,6969.696969696977,0.0,136077.711,0.0,10000.0,0.0,1200.0
sierra,(all selected provinces),PALMA AFRICANA (FRUTA FRESCA),permanent,34.9272,34.9272,0.0,0.0,0.0,240.0,,,,,,,,,,,,,0.0,0.0,0.0,4.0,,,,,47.0,47.0,,,,,11.0,11.0,1.764,490.0,1500.0,50909.090909091006,0.0,0.0,,,,,,,,,,,567.9936,1960.0096000000003,0.75,1230.0,0.0,300.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1230.0,0.0,240.0,0.03,3.0,0.10666666666666667,8.0,0.2,0.714375,0.0,9.858125,,,,,0.0,240.0,0.0,3.8711111111111114
sierra,(all selected provinces),PALMITO (TALLO FRESCO),permanent,,,0.0,0.0,0.0,9071.8474,,,,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,35.0,35.0,,,,,11.0,11.0,0.5,200.0,60.60606060606066,9390.0,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,3.0,600.0,0.0,150.0,,,,,0.0,600.0,0.0,9071.8474,0.1,3.0,0.0044444444444444444,8.0,,,0.0,8.0,,,0.0,9071.8474,0.0,272.155422,0.0,120.0
sierra,(all selected provinces),PAPA,transitory,0.01,57.0,0.0,0.0,0.0,36287.3896,,,,,,,,,,,,,0.0,0.0,0.0,39.473684210526315,0.0,100.0,,,681.0,681.0,,,,,3.0,11.0,0.0,57.0,568.1818181818187,81818.1818181818,0.0,10434.782608695654,,,,,,,,,,,1653.741,5272.5,0.07257477920000001,2500.0,0.0,1295.9782000000002,0.75,75.59872833333334,0.75,500.0,0.0,2500.0,0.0,36287.3896,0.08754385964912281,144.0,0.16666666666666666,50.0,0.025199576111111115,64.28571428571429,0.0,144.0,0.0,63636.363636363596,0.0,36287.3896,0.0,9071.8474,0.0,1578.9473684210527
sierra,(all selected provinces),PIÑA (FRUTA FRESCA),permanent,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,11.0,11.0,,,20420.4545454546,20420.4545454546,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
sierra,(all selected provinces),PLÁTANO (FRUTA FRESCA),permanent,0.04,5.0,0.0,0.0,0.0,3200.0,,,,,,,,,,,,,0.0,0.0,0.0,6.80388555,70.0,70.0,,,159.0,159.0,,,,,11.0,11.0,0.01,20.0,113.63636363636367,54545.45454545449,0.0,29565.21739130435,,,,,,,,,,,2294.5065000000004,8375.2513,10.0,404.92387431162945,0.0,170.09713875,,,,,0.0,404.92387431162945,0.0,3200.0,0.25,8.571428571428571,0.11810279667422524,20.0,0.5,2.0,0.0,20.0,4454.545454545452,4454.545454545452,0.0,3200.0,,,0.0,80.0
sierra,(all selected provinces),QUINUA,transitory,0.49,1.5,0.0,0.0,0.0,5669.904625,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,4.0,,,41.0,41.0,,,,,4.0,7.0,0.04,1.5,239.23444976076576,5454.54545454546,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,71.61984789473685,277.7096142857143,0.0,90.718474,,,,,0.0,277.7096142857143,0.0,5669.904625,0.20408163265306123,14.174761562500002,0.6666666666666666,0.6666666666666666,,,0.0,14.174761562500002,3.084415584415585,113.63636363636401,0.0,5669.904625,0.0,5.669904625,0.0,5.405405405405405
sierra,(all selected provinces),TABACO,transitory,711.0,711.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,2.0256410256410255,2.0256410256410255,,,,,1.0,1.0,,,,,6.0,6.0,702.0,702.0,1565.3974358974358,1565.3974358974358,10434.782608695654,10434.782608695654,,,,,,,,,,,3101.0014,3101.0014,,,101.28205128205128,101.28205128205128,405.12820512820514,405.12820512820514,202.56410256410257,202.56410256410257,708.974358974359,708.974358974359,0.0,0.0,5.512820512820513,5.512820512820513,2.0256410256410255,2.0256410256410255,14.179487179487179,14.179487179487179,23.74358974358974,23.74358974358974,,,,,,,,
sierra,(all selected provinces),TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,0.01,1.5,0.0,0.0,0.0,45359.237,,,,,,,,,,,,,0.0,0.0,0.0,24.0,,,,,99.0,99.0,,,,,11.0,11.0,0.01,2.0,454.5454545454547,44545.45454545454,0.0,10434.782608695654,,,,,,,,,,,3851.9916,6864.0084,50.0,2061.7835,0.0,250.0,,,30.239491333333334,2061.7835,0.0,4123.567,0.0,45359.237,0.25,50.0,0.5,15.0,0.25,40.0,0.0,80.0,,,0.0,45359.237,,,0.0,160.0
sierra,(all selected provinces),TOMATE RIÑON,transitory,0.02,3.5,0.0,0.0,0.0,70440.22687058825,,,,,,,,,,,,,0.0,0.0,0.0,256.25,1.0,1.0,,,193.0,193.0,,,,,0.0,11.0,0.01,3.5,1818.1818181818198,204545.45454545418,0.0,10434.782608695654,,,,,,,,,,,5180.503900000001,8375.2513,0.888888888888889,1562.5,0.0,375.0,5.172413793103448,226.796185,1.133980925,604.7898266666667,0.0,1562.5,0.0,70440.22687058825,0.15,42.857142857142854,0.30864197530864196,25.0,0.16666666666666669,69.78344153846155,0.0,312.5,22.727272727272734,28.4090909090909,0.0,70440.22687058825,0.0,22679.6185,0.0,700.0
sierra,(all selected provinces),TRIGO,transitory,0.05,18.0,0.0,0.0,0.0,27215.5422,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.25,10.0,,,68.0,68.0,,,,,4.0,9.0,0.05,20.0,272.7272727272728,3865.1824366110072,0.0,10434.782608695654,,,,,,,,,,,1447.4865,3993.7619999999997,45.359237,453.59237,0.0,424.92917847025495,1172.093023255814,1172.093023255814,1.0,68.0388555,0.0,1172.093023255814,0.0,27215.5422,0.9448223733938019,7.5,0.4,17.006802721088434,0.3,4.166666666666667,0.0,21.258503401360542,3.699788583509512,272.72727272727303,0.0,27215.5422,0.0,12.5,,
sierra,(all selected provinces),YUCA,transitory,0.01,3.0,0.0,0.0,0.0,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.05555555555555556,,,,,50.0,50.0,,,,,0.0,11.0,0.01,3.0,113.63636363636374,28409.090909091003,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,36.2873896,90.718474,0.0,181.436948,,,,,0.0,181.436948,0.0,4535.9237,0.4,5.714285714285714,0.05555555555555556,8.0,,,0.0,8.0,,,0.0,4535.9237,,,,
